,gene,cluster_id,baseMean,logFC,lfcSE,stat,p_val,p_adj.loc,p_adj.glb,contrast
7824,RP11-759A24.3,Inhibitory Neurons,37.4,0.0784,0.636,0.123,NA,NA,NA,PD
7825,NR2F2-AS1,Inhibitory Neurons,571,-0.208,0.199,-1.05,0.294,0.749,0.731,PD
7826,CTD-2147F2.1,Inhibitory Neurons,78.3,-0.0933,0.29,-0.322,0.747,0.95,0.946,PD
7827,LINC00923,Inhibitory Neurons,23.8,-0.261,0.479,-0.545,0.586,0.879,0.896,PD
7828,RP11-654A16.3,Inhibitory Neurons,11.6,-0.797,0.498,-1.6,0.109,0.607,0.491,PD
7829,RP11-166B2.8,Inhibitory Neurons,10.7,0.506,0.477,1.06,0.289,0.749,0.726,PD
7830,U91319.1,Inhibitory Neurons,16.6,0.307,0.423,0.727,0.467,0.859,0.841,PD
7831,RP11-426C22.5,Inhibitory Neurons,58.9,0.354,0.406,0.871,0.384,0.818,0.794,PD
7832,CRNDE,Inhibitory Neurons,51.7,-0.676,0.345,-1.96,0.0502,0.4,0.354,PD
7833,RP11-461O7.1,Inhibitory Neurons,19.9,0.00755,0.351,0.0215,0.983,0.988,0.995,PD
7834,RP11-410D17.2,Inhibitory Neurons,27.7,0.124,0.378,0.327,0.744,0.95,0.944,PD
7835,RP11-297D21.4,Inhibitory Neurons,15.9,-0.295,0.39,-0.755,0.45,0.846,0.832,PD
7836,LINC01572,Inhibitory Neurons,14.8,0.251,0.402,0.625,0.532,0.861,0.874,PD
7837,AC004158.3,Inhibitory Neurons,35,0.784,0.33,2.38,0.0175,0.197,0.213,PD
7838,AC140912.1,Inhibitory Neurons,10.4,0.27,0.467,0.577,0.564,0.869,0.887,PD
7839,RP11-510J16.5,Inhibitory Neurons,11.1,-0.294,0.467,-0.629,0.529,0.861,0.873,PD
7840,FAM157C,Inhibitory Neurons,28.6,-0.312,0.324,-0.965,0.334,0.792,0.761,PD
7841,RP11-333E1.1,Inhibitory Neurons,23.2,0.283,0.325,0.869,0.385,0.818,0.794,PD
7842,ALOX12-AS1,Inhibitory Neurons,47.2,0.183,0.288,0.636,0.525,0.861,0.872,PD
7843,CTD-2020K17.1,Inhibitory Neurons,11.8,-0.176,0.481,-0.366,0.714,0.939,0.937,PD
7844,CRHR1,Inhibitory Neurons,35.3,-0.066,0.295,-0.224,0.823,0.974,0.967,PD
7845,MAPT-AS1,Inhibitory Neurons,13.8,-1.04,0.69,-1.51,0.131,0.628,0.532,PD
7846,RP11-580I16.2,Inhibitory Neurons,13,0.0186,0.387,0.0481,0.962,0.984,0.991,PD
7847,CTD-2047H16.4,Inhibitory Neurons,32.5,-0.271,0.323,-0.84,0.401,0.821,0.806,PD
7848,RP11-172F10.1,Inhibitory Neurons,10.5,0.176,0.562,0.312,0.755,0.95,0.948,PD
7849,RP11-945C19.4,Inhibitory Neurons,19.7,0.478,0.377,1.27,0.205,0.736,0.645,PD
7850,AQP4-AS1,Inhibitory Neurons,64.4,0.0773,0.4,0.193,0.847,0.976,0.972,PD
7851,RP11-636O21.2,Inhibitory Neurons,20.2,0.202,0.465,0.434,0.664,0.903,0.923,PD
7852,LINC00907,Inhibitory Neurons,15,-0.153,0.438,-0.35,0.726,0.948,0.94,PD
7853,SNHG22,Inhibitory Neurons,14.8,-0.513,0.419,-1.22,0.221,0.736,0.668,PD
7854,MAPK4,Inhibitory Neurons,76.7,0.0818,0.268,0.305,0.76,0.95,0.95,PD
7855,CTD-2008L17.2,Inhibitory Neurons,24,-0.308,0.685,-0.449,0.653,0.899,0.919,PD
7856,RP11-35G9.5,Inhibitory Neurons,10.5,0.414,0.505,0.82,0.412,0.821,0.81,PD
7857,RP11-638L3.1,Inhibitory Neurons,37.7,0.598,0.493,1.21,0.225,0.736,0.671,PD
7858,SNAP25-AS1,Inhibitory Neurons,38,-0.14,0.451,-0.31,0.756,0.95,0.948,PD
7859,RP11-103J8.1,Inhibitory Neurons,39.2,-0.161,0.33,-0.488,0.625,0.888,0.912,PD
7860,NORAD,Inhibitory Neurons,77.1,0.356,0.419,0.85,0.396,0.821,0.8,PD
7861,LINC01260,Inhibitory Neurons,18.7,-0.0322,0.37,-0.087,0.931,0.984,0.987,PD
7862,MIR646HG,Inhibitory Neurons,26.1,-0.052,0.692,-0.0751,0.94,0.984,0.989,PD
7863,ILF3-AS1,Inhibitory Neurons,10.3,-0.53,0.509,-1.04,0.298,0.749,0.734,PD
7864,CTD-3131K8.2,Inhibitory Neurons,10.8,0.0409,0.47,0.0869,0.931,0.984,0.987,PD
7865,CTC-260E6.6,Inhibitory Neurons,12.1,0.0525,0.394,0.133,0.894,0.984,0.981,PD
7866,LINC00662,Inhibitory Neurons,44.5,0.421,0.256,1.65,0.0999,0.575,0.473,PD
7867,CTC-459F4.3,Inhibitory Neurons,12.1,-1.07,0.44,-2.44,0.0148,0.197,0.195,PD
7868,LINC00665,Inhibitory Neurons,13.1,-0.231,0.485,-0.476,0.634,0.888,0.913,PD
7869,ZNF790-AS1,Inhibitory Neurons,16.6,0.152,0.412,0.368,0.713,0.939,0.936,PD
7870,LIPE-AS1,Inhibitory Neurons,40.6,-0.473,0.312,-1.52,0.129,0.628,0.531,PD
7871,CTC-490G23.6,Inhibitory Neurons,35.3,-0.341,0.404,-0.843,0.399,0.821,0.805,PD
7872,AC007193.6,Inhibitory Neurons,18.8,0.0949,0.506,0.188,0.851,0.976,0.974,PD
7873,CTC-444N24.11,Inhibitory Neurons,11.6,0.595,0.46,1.29,0.196,0.736,0.637,PD
7874,TTTY15,Inhibitory Neurons,14,-0.201,0.918,-0.219,0.826,0.974,0.968,PD
7875,TTTY14,Inhibitory Neurons,145,-0.0928,1.59,-0.0582,0.954,0.984,0.991,PD
7876,TTTY10,Inhibitory Neurons,22.4,-0.142,1.28,-0.11,0.912,0.984,0.984,PD
7877,LL22NC03-2H8.5,Inhibitory Neurons,37.6,-0.298,0.518,-0.576,0.565,0.869,0.887,PD
7878,CABIN1,Inhibitory Neurons,30.7,-0.237,0.291,-0.815,0.415,0.821,0.813,PD
7879,MIAT,Inhibitory Neurons,129,-0.376,0.326,-1.15,0.248,0.736,0.69,PD
7880,RP1-90G24.10,Inhibitory Neurons,26.2,0.0269,0.523,0.0515,0.959,0.984,0.991,PD
7881,NUP50-AS1,Inhibitory Neurons,38.7,-0.302,0.367,-0.823,0.41,0.821,0.809,PD
7882,MIRLET7BHG,Inhibitory Neurons,12.6,0.612,0.521,1.18,0.24,0.736,0.682,PD
7883,CH507-513H4.1,Inhibitory Neurons,258,0.0706,0.96,0.0736,0.941,0.984,0.989,PD
7884,CH507-528H12.1,Inhibitory Neurons,130,0.243,0.768,0.317,0.752,0.95,0.947,PD
7885,AP001347.6,Inhibitory Neurons,96.4,1.07,0.355,3.01,0.00264,0.0617,0.0719,PD
7886,MIR99AHG,Inhibitory Neurons,287,0.136,0.199,0.685,0.493,0.861,0.858,PD
7887,LINC00320,Inhibitory Neurons,9.42,2.02,0.578,3.49,0.000489,0.0172,0.0244,PD
7888,AF131217.1,Inhibitory Neurons,23,-0.613,0.451,-1.36,0.174,0.695,0.605,PD
7889,LINC00159,Inhibitory Neurons,13.8,1.16,0.496,2.34,0.0191,0.197,0.219,PD
7890,RP11-206L10.9,Ependymal Cells,15.2,0.233,0.668,0.349,0.727,0.972,0.94,PD
7891,RP3-510D11.2,Ependymal Cells,4.89,-0.653,1.15,-0.566,0.572,0.962,0.892,PD
7892,RP4-680D5.2,Ependymal Cells,4.81,2.6,1.31,1.98,0.0473,0.568,0.347,PD
7893,FLJ37453,Ependymal Cells,7.61,0.407,0.882,0.462,0.644,0.966,0.917,PD
7894,RP1-43E13.2,Ependymal Cells,12.7,1.09,0.745,1.47,0.142,0.775,0.55,PD
7895,TCEB3-AS1,Ependymal Cells,8.38,-0.113,0.86,-0.132,0.895,0.99,0.981,PD
7896,RP1-187B23.1,Ependymal Cells,10.3,-0.311,0.964,-0.322,0.747,0.972,0.946,PD
7897,RP5-864K19.4,Ependymal Cells,29.5,0.842,0.667,1.26,0.207,0.846,0.649,PD
7898,RP11-141A19.1,Ependymal Cells,5.19,0.905,1.16,0.783,0.434,0.936,0.824,PD
7899,RP11-90C4.1,Ependymal Cells,34.8,1.81,0.664,2.72,0.00646,0.316,0.121,PD
7900,LINC01135,Ependymal Cells,36.2,0.188,0.561,0.335,0.738,0.972,0.944,PD
7901,RP11-776H12.1,Ependymal Cells,11.5,2.49,0.99,2.51,0.0119,0.371,0.173,PD
7902,RP11-436K8.1,Ependymal Cells,12.5,2.4,0.966,2.49,0.0129,0.371,0.18,PD
7903,RP11-230B22.1,Ependymal Cells,12.8,0.579,0.741,0.782,0.434,0.936,0.824,PD
7904,GNG12-AS1,Ependymal Cells,26.8,0.431,0.625,0.69,0.49,0.945,0.856,PD
7905,RP11-475O6.1,Ependymal Cells,13,-1.5,0.866,-1.73,0.0838,0.673,0.444,PD
7906,RP11-131L23.1,Ependymal Cells,13.6,0.234,0.734,0.319,0.75,0.972,0.947,PD
7907,RP4-651E10.4,Ependymal Cells,18,-0.241,0.694,-0.347,0.729,0.972,0.941,PD
7908,PKN2-AS1,Ependymal Cells,6.46,0.0725,0.98,0.074,0.941,0.99,0.989,PD
7909,FLJ27354,Ependymal Cells,17.2,-0.0569,0.742,-0.0766,0.939,0.99,0.989,PD
7910,RP11-57H12.3,Ependymal Cells,35.7,0.65,0.573,1.13,0.257,0.874,0.697,PD
7911,RP5-1070A16.1,Ependymal Cells,10.8,-0.466,0.831,-0.56,0.576,0.962,0.892,PD
7912,RP11-413P11.1,Ependymal Cells,48.6,-0.00766,0.609,-0.0126,0.99,0.999,0.998,PD
7913,RP11-421L21.3,Ependymal Cells,9.17,1.32,0.968,1.36,0.173,0.823,0.605,PD
7914,SLC16A1-AS1,Ependymal Cells,79.8,-0.791,0.484,-1.63,0.102,0.694,0.478,PD
7915,RP11-31F15.2,Ependymal Cells,15.3,-0.582,0.711,-0.819,0.413,0.936,0.811,PD
7916,RP4-666F24.3,Ependymal Cells,9.98,0.754,0.893,0.844,0.399,0.933,0.804,PD
7917,RP11-418J17.1,Ependymal Cells,36.2,0.36,0.55,0.654,0.513,0.949,0.868,PD
7918,LINC00623,Ependymal Cells,28.4,1.21,0.598,2.03,0.0423,0.556,0.328,PD
7919,RP11-289H16.1,Ependymal Cells,25.8,0.452,0.63,0.717,0.473,0.944,0.845,PD
7920,RP11-337C18.8,Ependymal Cells,12.5,0.327,0.731,0.448,0.654,0.966,0.919,PD
7921,RP4-565E6.1,Ependymal Cells,26.6,-0.257,0.629,-0.409,0.682,0.972,0.929,PD
7922,CH17-189H20.1,Ependymal Cells,210,0.965,0.457,2.11,0.0346,0.554,0.304,PD
7923,FLG-AS1,Ependymal Cells,15.8,-0.262,0.729,-0.359,0.72,0.972,0.938,PD
7924,MIR92B,Ependymal Cells,49,-0.833,0.566,-1.47,0.141,0.773,0.548,PD
7925,RP11-296O14.3,Ependymal Cells,26.4,0.546,0.635,0.859,0.39,0.928,0.798,PD
7926,RP3-436N22.3,Ependymal Cells,13.5,-1.23,0.765,-1.61,0.107,0.721,0.487,PD
7927,RP11-295K2.3,Ependymal Cells,6.51,1.29,1.1,1.17,0.243,0.868,0.685,PD
7928,ERVMER61-1,Ependymal Cells,12.5,-0.35,0.785,-0.447,0.655,0.966,0.919,PD
7929,LINC00862,Ependymal Cells,8.04,2.71,1.15,2.36,0.0185,0.447,0.219,PD
7930,C1orf132,Ependymal Cells,32,-0.36,0.712,-0.505,0.614,0.966,0.907,PD
7931,LINC00467,Ependymal Cells,20.2,-0.413,0.714,-0.578,0.563,0.962,0.887,PD
7932,RP11-122M14.1,Ependymal Cells,24.2,-0.191,0.631,-0.303,0.762,0.975,0.95,PD
7933,RP11-400N13.1,Ependymal Cells,6.45,0.793,1.01,0.785,0.433,0.936,0.824,PD
7934,RP11-378J18.9,Ependymal Cells,8.29,-0.158,0.85,-0.187,0.852,0.99,0.974,PD
7935,RP11-455P21.3,Ependymal Cells,6.87,3.15,1.21,2.6,0.00928,0.316,0.151,PD
7936,RP11-285F7.2,Ependymal Cells,7.27,-0.00613,0.933,-0.00657,0.995,0.999,0.998,PD
7937,RP5-827C21.4,Ependymal Cells,11.7,-0.608,0.87,-0.699,0.485,0.945,0.852,PD
7938,LINC01354,Ependymal Cells,23.8,-1.39,0.608,-2.28,0.0224,0.482,0.239,PD
7939,RP11-561I11.4,Ependymal Cells,17.8,-0.0658,0.827,-0.0795,0.937,0.99,0.988,PD
7940,RP11-518L10.5,Ependymal Cells,5.35,3.67,1.47,2.49,0.0129,0.371,0.18,PD
7941,RP11-62I21.1,Ependymal Cells,5.1,-0.397,1.09,-0.363,0.716,0.972,0.938,PD
7942,NRIR,Ependymal Cells,10.4,-0.912,0.767,-1.19,0.235,0.868,0.679,PD
7943,LINC00299,Ependymal Cells,12.7,-1.01,0.786,-1.29,0.198,0.837,0.639,PD
7944,LINC01376,Ependymal Cells,67.7,-0.399,0.502,-0.795,0.427,0.936,0.822,PD
7945,AC068490.2,Ependymal Cells,36.4,3.68,1.59,2.32,0.0204,0.473,0.226,PD
7946,AC016768.1,Ependymal Cells,27.3,-1.62,0.895,-1.81,0.0708,0.624,0.41,PD
7947,DNAJC27-AS1,Ependymal Cells,18.5,-0.0602,0.709,-0.0849,0.932,0.99,0.987,PD
7948,AC074117.10,Ependymal Cells,7.08,-0.526,0.896,-0.587,0.557,0.962,0.884,PD
7949,AC016907.3,Ependymal Cells,23.8,-0.25,0.591,-0.424,0.672,0.968,0.925,PD
7950,LINC00486,Ependymal Cells,1040,0.00171,0.424,0.00403,0.997,0.999,0.999,PD
7951,AC007246.3,Ependymal Cells,29,0.00517,0.571,0.00907,0.993,0.999,0.998,PD
7952,AC073283.4,Ependymal Cells,10.9,-0.407,0.757,-0.538,0.59,0.965,0.899,PD
7953,RP11-460M2.1,Ependymal Cells,9.2,1.62,1.09,1.49,0.136,0.773,0.542,PD
7954,AC007682.1,Ependymal Cells,51.9,-0.7,0.805,-0.869,0.385,0.924,0.794,PD
7955,AC012358.8,Ependymal Cells,8.11,0.0983,0.863,0.114,0.909,0.99,0.984,PD
7956,LINC01122,Ependymal Cells,13.4,-0.257,0.709,-0.363,0.717,0.972,0.938,PD
7957,AC159540.1,Ependymal Cells,73.1,0.0202,0.472,0.0428,0.966,0.997,0.991,PD
7958,LINC01102,Ependymal Cells,4.22,2.89,1.43,2.01,0.0442,0.556,0.334,PD
7959,LINC01114,Ependymal Cells,9.34,-0.678,0.781,-0.868,0.385,0.924,0.794,PD
7960,GCC2-AS1,Ependymal Cells,13.7,-0.518,0.672,-0.771,0.441,0.936,0.828,PD
7961,DPP10-AS3,Ependymal Cells,12.5,0.76,0.808,0.94,0.347,0.92,0.77,PD
7962,NIFK-AS1,Ependymal Cells,30.4,0.665,0.597,1.11,0.265,0.878,0.705,PD
7963,AC097721.2,Ependymal Cells,12,0.531,0.833,0.637,0.524,0.949,0.872,PD
7964,TEX41,Ependymal Cells,26.3,-1.48,0.692,-2.14,0.0322,0.554,0.294,PD
7965,AC105402.4,Ependymal Cells,109,-0.281,0.543,-0.517,0.605,0.966,0.904,PD
7966,AC093375.1,Ependymal Cells,88.9,-0.912,1.89,-0.483,0.629,0.966,0.913,PD
7967,AC009495.4,Ependymal Cells,9.27,0.0399,0.902,0.0442,0.965,0.997,0.991,PD
7968,AC010127.3,Ependymal Cells,38.6,0.543,0.623,0.871,0.384,0.924,0.794,PD
7969,AC074363.1,Ependymal Cells,55.2,0.491,0.503,0.976,0.329,0.92,0.758,PD
7970,AC007405.4,Ependymal Cells,15.1,-0.0489,0.699,-0.07,0.944,0.99,0.99,PD
7971,AC018890.6,Ependymal Cells,24.2,0.553,0.642,0.86,0.39,0.928,0.797,PD
7972,AC079305.8,Ependymal Cells,8.91,-0.0444,0.788,-0.0564,0.955,0.993,0.991,PD
7973,TTN-AS1,Ependymal Cells,33.3,0.205,0.584,0.352,0.725,0.972,0.939,PD
7974,LINC01473,Ependymal Cells,16,0.195,0.683,0.286,0.775,0.975,0.954,PD
7975,AC011997.1,Ependymal Cells,7.26,2.86,1.17,2.45,0.0142,0.372,0.189,PD
7976,AC019330.1,Ependymal Cells,107,0.0901,1.57,0.0574,NA,NA,NA,PD
7977,AC018717.1,Ependymal Cells,179,0.684,1.36,0.503,NA,NA,NA,PD
7978,AC007879.5,Ependymal Cells,5.26,0.835,1.2,0.697,0.486,0.945,0.852,PD
7979,AC007038.7,Ependymal Cells,15.8,0.309,0.668,0.463,0.643,0.966,0.917,PD
7980,AC107218.3,Ependymal Cells,14.6,0.507,0.751,0.675,0.5,0.945,0.862,PD
7981,AC072062.1,Ependymal Cells,9.08,0.189,0.918,0.206,0.837,0.984,0.97,PD
7982,AC007563.5,Ependymal Cells,31.9,0.316,0.678,0.466,0.641,0.966,0.916,PD
7983,AC097662.2,Ependymal Cells,13.8,-0.0957,0.69,-0.139,0.89,0.99,0.98,PD
7984,AC009950.2,Ependymal Cells,9.21,-0.612,0.854,-0.717,0.473,0.944,0.845,PD
7985,AC097713.3,Ependymal Cells,24.1,0.41,0.659,0.622,0.534,0.96,0.874,PD
7986,AC079135.1,Ependymal Cells,23.6,-1,0.759,-1.32,0.186,0.837,0.62,PD
7987,AC105760.2,Ependymal Cells,6.2,1.29,0.985,1.31,0.19,0.837,0.626,PD
7988,LINC01266,Ependymal Cells,13.8,-0.389,0.78,-0.499,0.618,0.966,0.908,PD
7989,AC026188.1,Ependymal Cells,27.7,0.715,0.771,0.927,0.354,0.922,0.776,PD
7990,AC026202.3,Ependymal Cells,6.59,0.969,1.01,0.962,0.336,0.92,0.762,PD
7991,LMCD1-AS1,Ependymal Cells,186,-0.531,0.434,-1.22,0.222,0.868,0.669,PD
7992,THUMPD3-AS1,Ependymal Cells,32.3,1.25,0.671,1.87,0.0617,0.622,0.384,PD
7993,FGD5-AS1,Ependymal Cells,13.9,1.35,0.789,1.71,0.0877,0.673,0.452,PD
7994,ENTPD3-AS1,Ependymal Cells,25.1,-0.66,0.586,-1.13,0.26,0.874,0.699,PD
7995,RP4-613B23.1,Ependymal Cells,24.5,0.554,0.686,0.807,0.419,0.936,0.815,PD
7996,RP11-944L7.4,Ependymal Cells,60.2,-0.756,0.485,-1.56,0.119,0.733,0.512,PD
7997,KIF9-AS1,Ependymal Cells,45.4,-0.206,0.521,-0.395,0.693,0.972,0.932,PD
7998,CTD-2185K10.1,Ependymal Cells,8.61,-0.394,0.928,-0.425,0.671,0.968,0.925,PD
7999,ADAMTS9-AS2,Ependymal Cells,54,0.146,0.662,0.22,0.826,0.984,0.968,PD
8000,SUCLG2-AS1,Ependymal Cells,33.7,-0.0508,0.551,-0.0922,0.927,0.99,0.986,PD
8001,RP11-201E8.1,Ependymal Cells,7.25,-0.32,0.981,-0.326,0.745,0.972,0.944,PD
8002,LINC00882,Ependymal Cells,197,0.102,0.417,0.246,0.806,0.978,0.962,PD
8003,DUBR,Ependymal Cells,43,1.12,0.573,1.95,0.0508,0.568,0.356,PD
8004,RP11-446H18.5,Ependymal Cells,20.3,-0.0322,0.683,-0.047,0.962,0.997,0.991,PD
8005,CFAP44-AS1,Ependymal Cells,13.9,0.504,0.747,0.675,0.5,0.945,0.862,PD
8006,RP11-197K3.1,Ependymal Cells,17.1,0.796,0.725,1.1,0.273,0.89,0.71,PD
8007,RP11-18H7.1,Ependymal Cells,8.84,1.71,0.9,1.9,0.0578,0.602,0.373,PD
8008,RP11-299J3.8,Ependymal Cells,11.7,-0.448,0.734,-0.611,0.541,0.961,0.877,PD
8009,MYLK-AS1,Ependymal Cells,29.2,-0.231,0.604,-0.382,0.703,0.972,0.933,PD
8010,RP11-379B18.6,Ependymal Cells,16.8,0.907,0.669,1.36,0.175,0.823,0.606,PD
8011,RP11-319G6.1,Ependymal Cells,134,-0.128,0.453,-0.283,0.777,0.975,0.954,PD
8012,RP11-274H2.2,Ependymal Cells,9.1,1.1,0.91,1.21,0.226,0.868,0.672,PD
8013,RP11-274H2.3,Ependymal Cells,8.47,0.777,0.869,0.894,0.371,0.923,0.79,PD
8014,RP11-649A16.1,Ependymal Cells,92.3,-0.062,0.694,-0.0893,0.929,0.99,0.986,PD
8015,ERICH6-AS1,Ependymal Cells,39.4,-0.765,0.531,-1.44,0.149,0.788,0.563,PD
8016,AADACL2-AS1,Ependymal Cells,8.62,-0.665,0.88,-0.756,0.449,0.943,0.831,PD
8017,RP11-362A9.3,Ependymal Cells,9.36,-0.654,0.899,-0.727,0.467,0.944,0.841,PD
8018,LINC00886,Ependymal Cells,51.2,0.0498,0.528,0.0942,0.925,0.99,0.986,PD
8019,LINC00880,Ependymal Cells,49,-0.524,0.548,-0.955,0.339,0.92,0.764,PD
8020,LINC01322,Ependymal Cells,13.7,0.341,0.767,0.444,0.657,0.966,0.92,PD
8021,KCNMB2-AS1,Ependymal Cells,36.9,0.104,0.599,0.173,0.863,0.99,0.977,PD
8022,RP11-4B14.3,Ependymal Cells,11,-1.71,0.766,-2.23,0.0259,0.502,0.258,PD
8023,LINC00969,Ependymal Cells,266,-0.164,0.479,-0.341,0.733,0.972,0.943,PD
8024,MFI2-AS1,Ependymal Cells,15.1,-1.19,0.667,-1.79,0.0736,0.626,0.415,PD
8025,RP11-1191J2.2,Ependymal Cells,9.44,-0.717,0.807,-0.888,0.374,0.923,0.791,PD
8026,RP11-440L14.1,Ependymal Cells,49.7,-0.524,0.632,-0.829,0.407,0.934,0.808,PD
8027,CTBP1-AS,Ependymal Cells,7.91,1.23,0.918,1.34,0.18,0.831,0.614,PD
8028,STX18-AS1,Ependymal Cells,24.5,0.32,0.64,0.5,0.617,0.966,0.907,PD
8029,RP11-689P11.2,Ependymal Cells,7.91,-2.27,0.956,-2.37,0.0177,0.446,0.214,PD
8030,LINC01182,Ependymal Cells,9.61,-0.569,0.777,-0.732,0.464,0.944,0.84,PD
8031,TAPT1-AS1,Ependymal Cells,135,0.137,0.47,0.291,0.771,0.975,0.953,PD
8032,RP11-446J8.1,Ependymal Cells,53.8,-0.198,0.627,-0.315,0.753,0.972,0.947,PD
8033,RP11-725M22.1,Ependymal Cells,52.3,-0.166,0.583,-0.285,0.776,0.975,0.954,PD
8034,RP11-431M7.2,Ependymal Cells,34,0.415,0.711,0.583,0.56,0.962,0.885,PD
8035,UGDH-AS1,Ependymal Cells,23.8,0.298,0.606,0.491,0.623,0.966,0.911,PD
8036,IGFBP7-AS1,Ependymal Cells,13.4,-0.225,0.702,-0.32,0.749,0.972,0.947,PD
8037,RP11-584P21.2,Ependymal Cells,16.4,0.801,0.769,1.04,0.298,0.911,0.733,PD
8038,UBA6-AS1,Ependymal Cells,15.6,0.727,0.69,1.05,0.292,0.91,0.729,PD
8039,RP11-692D12.1,Ependymal Cells,52.9,-0.391,0.495,-0.791,0.429,0.936,0.823,PD
8040,LINC01094,Ependymal Cells,8.04,0.925,0.931,0.993,0.321,0.92,0.752,PD
8041,LINC01088,Ependymal Cells,992,0.269,0.482,0.559,0.576,0.962,0.892,PD
8042,RP11-778J15.1,Ependymal Cells,19,-0.362,0.716,-0.505,0.614,0.966,0.907,PD
8043,RP11-696N14.1,Ependymal Cells,33.7,0.0539,0.561,0.0961,0.923,0.99,0.986,PD
8044,RP11-10L12.4,Ependymal Cells,8.19,0.756,0.869,0.87,0.384,0.924,0.794,PD
8045,RP11-729M20.1,Ependymal Cells,17.1,-2.48,1.83,-1.36,0.174,0.823,0.605,PD
8046,SEC24B-AS1,Ependymal Cells,10,0.071,0.774,0.0918,0.927,0.99,0.986,PD
8047,RP11-650J17.1,Ependymal Cells,8.71,-0.536,1.06,-0.505,0.613,0.966,0.907,PD
8048,RP11-679C8.2,Ependymal Cells,37,-0.112,0.611,-0.184,0.854,0.99,0.975,PD
8049,LINC01091,Ependymal Cells,13.6,0.851,0.807,1.05,0.292,0.91,0.729,PD
8050,RP11-420A23.1,Ependymal Cells,50.1,0.0147,0.543,0.0271,0.978,0.999,0.994,PD
8051,RP11-745L13.2,Ependymal Cells,38.1,0.858,0.587,1.46,0.144,0.778,0.554,PD
8052,RP11-404I7.2,Ependymal Cells,20.7,0.311,0.717,0.434,0.664,0.966,0.923,PD
8053,RP11-9G1.3,Ependymal Cells,16.2,0.498,0.702,0.709,0.478,0.945,0.849,PD
8054,RP11-371F15.3,Ependymal Cells,13.9,0.351,0.709,0.495,0.62,0.966,0.91,PD
8055,RP11-83A24.2,Ependymal Cells,31.8,0.711,0.595,1.19,0.232,0.868,0.676,PD
8056,RP11-284M14.1,Ependymal Cells,55.6,-0.593,0.496,-1.2,0.232,0.868,0.676,PD
8057,RP11-597D13.9,Ependymal Cells,38.3,2.26,0.675,3.34,0.000824,0.124,0.0344,PD
8058,RP11-10K16.1,Ependymal Cells,8.58,1.41,0.953,1.48,0.138,0.773,0.544,PD
8059,RP11-130F10.1,Ependymal Cells,25.6,0.315,0.599,0.526,0.599,0.966,0.902,PD
8060,RP11-367N14.2,Ependymal Cells,7.58,0.384,0.876,0.438,0.661,0.966,0.922,PD
8061,RP11-714G18.1,Ependymal Cells,8.46,1.01,0.894,1.13,0.257,0.874,0.697,PD
8062,AF146191.4,Ependymal Cells,17.2,1.18,0.689,1.71,0.0867,0.673,0.45,PD
8063,LINC01513,Ependymal Cells,22.6,0.354,0.657,0.539,0.59,0.965,0.899,PD
8064,CTB-51A17.1,Ependymal Cells,6.79,-0.521,0.93,-0.56,0.575,0.962,0.892,PD
8065,AC091878.1,Ependymal Cells,38,0.939,0.588,1.6,0.11,0.722,0.493,PD
8066,RP11-454P21.1,Ependymal Cells,23.3,1.87,2.81,0.667,0.505,0.945,0.863,PD
8067,RP11-774D14.1,Ependymal Cells,13.9,0.521,0.751,0.693,0.488,0.945,0.855,PD
8068,CTD-2113L7.1,Ependymal Cells,21.6,-0.366,0.692,-0.528,0.597,0.966,0.901,PD
8069,CTD-2282P23.2,Ependymal Cells,13.1,-1.03,0.798,-1.29,0.197,0.837,0.638,PD
8070,LIFR-AS1,Ependymal Cells,17.6,-0.0163,0.66,-0.0247,0.98,0.999,0.994,PD
8071,OSMR-AS1,Ependymal Cells,59.6,-0.36,0.515,-0.699,0.485,0.945,0.852,PD
8072,NNT-AS1,Ependymal Cells,12.8,-0.0866,0.779,-0.111,0.911,0.99,0.984,PD
8073,RP11-53O19.1,Ependymal Cells,16.6,-0.289,0.705,-0.409,0.682,0.972,0.929,PD
8074,RP11-506H20.1,Ependymal Cells,45.5,-0.731,0.525,-1.39,0.164,0.821,0.589,PD
8075,RP11-434D9.1,Ependymal Cells,5.5,-1.38,1.13,-1.22,0.224,0.868,0.67,PD
8076,CTC-340D7.1,Ependymal Cells,14.6,-0.502,0.824,-0.609,0.543,0.961,0.877,PD
8077,RP11-141O11.2,Ependymal Cells,14.6,0.141,0.736,0.191,0.848,0.987,0.972,PD
8078,CTC-347C20.2,Ependymal Cells,19.1,1.04,0.669,1.55,0.121,0.733,0.515,PD
8079,CTC-347C20.1,Ependymal Cells,65,-0.422,0.474,-0.89,0.373,0.923,0.791,PD
8080,CTD-2631K10.1,Ependymal Cells,6.82,0.813,0.957,0.85,0.396,0.933,0.8,PD
8081,CTD-2015H6.3,Ependymal Cells,7.27,-0.285,0.904,-0.316,0.752,0.972,0.947,PD
8082,CKMT2-AS1,Ependymal Cells,28,-0.405,0.621,-0.653,0.514,0.949,0.869,PD
8083,TMEM161B-AS1,Ependymal Cells,290,0.571,0.569,1,0.316,0.92,0.747,PD
8084,LINC00461,Ependymal Cells,72.8,-0.26,0.553,-0.47,0.639,0.966,0.914,PD
8085,MEF2C-AS1,Ependymal Cells,21.6,-0.0701,0.667,-0.105,0.916,0.99,0.984,PD
